"COD_DEPTO","COD_DANE","OBJECTID","ID_ESPACIAL","AREA_OFICIAL","ENTIDAD_TERRITORIAL","NOM_DEPARTAMENTO","NOM_MUNICIPIO","INPOLY_FID","SIMPGNFLAG","MAXSIMPTOL","MINSIMPTOL","SHAPE.AREA","SHAPE.LEN","ID_DATO","ID_INDICADOR","DATO","UNIDAD_MEDIDA","VALOR","ANO","REGISTRO_ESPACIAL","SUBSISTEMA","TEMA","ID_UNIDAD_ESPACIAL",
"05","05809","55","05809","","TITIRIBÍ","ANTIOQUIA","TITIRIBÍ","95","","5000","5000","134424131.721875","46812.7248559203","1194","1189600","Producción de Aguacate","Tonelada","104.5","2014","TITIRIBI","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"05","05148","56","05148","","CARMEN DE VIBORAL","ANTIOQUIA","CARMEN DE VIBORAL","96","","5000","5000","413232505.824847","103121.574225396","1194","1189558","Producción de Aguacate","Tonelada","1880","2014","CARMEN DE VIBORAL","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"05","05313","57","05313","","GRANADA","ANTIOQUIA","GRANADA","97","","5000","5000","191935869.562774","66360.1810125266","1194","1189567","Producción de Aguacate","Tonelada","56","2014","GRANADA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"05","05615","58","05615","","RIONEGRO","ANTIOQUIA","RIONEGRO","98","","5000","5000","201290401.858613","63758.3406498896","1194","1189586","Producción de Aguacate","Tonelada","1400","2014","RIONEGRO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"05","05059","59","05059","","ARMENIA","ANTIOQUIA","ARMENIA","99","","5000","5000","113544916.83624","49390.9490104582","1194","1188521","Producción de Aguacate","Tonelada","147","2014","ARMENIA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"05","05440","61","05440","","MARINILLA","ANTIOQUIA","MARINILLA","101","","5000","5000","111269456.733023","43870.2637207645","1194","1189577","Producción de Aguacate","Tonelada","658","2014","MARINILLA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"52","52381","68","52381","","LA FLORIDA","NARIÑO","LA FLORIDA","47","","5000","5000","123792030.034981","77984.2181905076","1194","1192862","Producción de Aguacate","Tonelada","","2014","LA FLORIDA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"52","52019","73","52019","","ALBÁN (San José)","NARIÑO","ALBÁN (San José)","52","","5000","5000","37343161.2941635","30621.032223239297","1194","1192855","Producción de Aguacate","Tonelada","88.72","2014","ALBAN (San JosE)","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"52","52678","83","52678","","SAMANIEGO","NARIÑO","SAMANIEGO","62","","5000","5000","615850026.542893","140739.547961178","1194","1192868","Producción de Aguacate","Tonelada","24","2014","SAMANIEGO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"52","52687","88","52687","","SAN LORENZO","NARIÑO","SAN LORENZO","67","","5000","5000","249058281.867756","69723.2743284142","1194","1192869","Producción de Aguacate","Tonelada","","2014","SAN LORENZO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"52","52203","90","52203","","COLÓN (Génova)","NARIÑO","COLÓN (Génova)","69","","5000","5000","67208764.2450666","33450.5060228619","1194","1192857","Producción de Aguacate","Tonelada","35.1","2014","COLON (GEnova)","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"52","52786","91","52786","","TAMINANGO","NARIÑO","TAMINANGO","70","","5000","5000","236495820.274278","57221.1921517047","1194","1192870","Producción de Aguacate","Tonelada","90","2014","TAMINANGO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"19","19290","95","19290","","FLORENCIA","CAUCA","FLORENCIA","74","","5000","5000","58412463.383606","33773.423210216795","1194","1190688","Producción de Aguacate","Tonelada","9","2014","FLORENCIA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"66","66088","147","66088","","BELÉN DE UMBRÍA","RISARALDA","BELÉN DE UMBRÍA","132","","5000","5000","175910364.235541","51177.8323040244","1194","1192902","Producción de Aguacate","Tonelada","2130.44","2014","BELEN DE UMBRIA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"17","17486","148","17486","","NEIRA","CALDAS","NEIRA","133","","5000","5000","382555029.043666","113172.35341911501","1194","1190668","Producción de Aguacate","Tonelada","882","2014","NEIRA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"19","19760","152","19760","","SOTARÁ (Paispamba)","CAUCA","SOTARÁ (Paispamba)","137","","5000","5000","507862086.644146","121854.955648939","1194","1190692","Producción de Aguacate","Tonelada","448","2014","SOTARA (Paispamba)","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"15","15832","156","15832","","TUNUNGUÁ","BOYACÁ","TUNUNGUÁ","155","","5000","5000","24594454.8361173","21863.4948901638","1194","1190654","Producción de Aguacate","Tonelada","512","2014","TUNUNGUA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"19","19807","158","19807","","TIMBÍO","CAUCA","TIMBÍO","141","","5000","5000","209058157.299434","76582.1267945606","1194","1190693","Producción de Aguacate","Tonelada","409","2014","TIMBIO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41518","159","41518","","PAICOL","HUILA","PAICOL","142","","5000","5000","253551363.32845","88062.46406138201","1194","1191790","Producción de Aguacate","Tonelada","7","2014","PAICOL","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41396","160","41396","","LA PLATA","HUILA","LA PLATA","143","","5000","5000","807004130.590903","141357.019769211","1194","1191787","Producción de Aguacate","Tonelada","420","2014","LA PLATA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41026","161","41026","","ALTAMIRA","HUILA","ALTAMIRA","209","","5000","5000","183221630.653232","60567.8575678789","1194","1191776","Producción de Aguacate","Tonelada","33","2014","ALTAMIRA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"19","19050","106","19050","","ARGELIA","CAUCA","ARGELIA","145","","5000","5000","770734363.699153","117178.602807206","1194","1190684","Producción de Aguacate","Tonelada","81","2014","ARGELIA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41306","107","41306","","GIGANTE","HUILA","GIGANTE","146","","5000","5000","509461209.783519","101280.444655962","1194","1191782","Producción de Aguacate","Tonelada","520","2014","GIGANTE","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"19","19001","108","19001","","POPAYÁN","CAUCA","POPAYÁN","147","","5000","5000","477432609.321535","117149.684904922","1194","1190682","Producción de Aguacate","Tonelada","300","2014","POPAYAN","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"17","17013","112","17013","","AGUADAS","CALDAS","AGUADAS","151","","5000","5000","481267043.28764","119971.895713115","1194","1190656","Producción de Aguacate","Tonelada","100","2014","AGUADAS","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"15","15106","113","15106","","BRICEÑO","BOYACÁ","BRICEÑO","152","","5000","5000","62719240.5369194","39007.5368408419","1194","1189618","Producción de Aguacate","Tonelada","20","2014","BRICENO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"17","17662","115","17662","","SAMANÁ","CALDAS","SAMANÁ","156","","5000","5000","765100967.049446","142334.571469891","1194","1190676","Producción de Aguacate","Tonelada","700","2014","SAMANA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41319","117","41319","","GUADALUPE","HUILA","GUADALUPE","158","","5000","5000","252112928.26977","67834.33270607071","1194","1191783","Producción de Aguacate","Tonelada","90","2014","GUADALUPE","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"20","20238","120","20238","","EL COPEY","CESAR","EL COPEY","105","","5000","5000","956809229.232857","134580.52852822","1194","1190700","Producción de Aguacate","Tonelada","812","2014","EL COPEY","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"20","20443","124","20443","","MANAURE BALCÓN DEL CESAR","CESAR","MANAURE BALCÓN DEL CESAR","109","","5000","5000","136816998.495151","64180.594460983906","1194","1190703","Producción de Aguacate","Tonelada","448","2014","MANAURE BALCON DEL CESAR","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"20","20621","126","20621","","LA PAZ","CESAR","LA PAZ","111","","5000","5000","1097152852.76185","287587.65689821204","1194","1190707","Producción de Aguacate","Tonelada","5000","2014","LA PAZ","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"73","73168","130","73168","","CHAPARRAL","TOLIMA","CHAPARRAL","115","","5000","5000","2066739300.28206","221927.130520064","1194","1193975","Producción de Aguacate","Tonelada","480","2014","CHAPARRAL","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"76","76670","132","76670","","SAN PEDRO","VALLE DEL CAUCA","SAN PEDRO","117","","5000","5000","205292902.717643","63979.6090795755","1194","1195045","Producción de Aguacate","Tonelada","138","2014","SAN PEDRO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"76","76890","133","76890","","YOTOCO","VALLE DEL CAUCA","YOTOCO","118","","5000","5000","327534862.622086","95288.9586717424","1194","1195053","Producción de Aguacate","Tonelada","360","2014","YOTOCO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"76","76126","134","76126","","CALIMA (El Darién)","VALLE DEL CAUCA","CALIMA (El Darién)","119","","5000","5000","776160210.985325","152090.176661311","1194","1195028","Producción de Aguacate","Tonelada","600","2014","CALIMA (El DariEn)","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"50","50318","135","50318","","GUAMAL","META","GUAMAL","120","","5000","5000","602195445.046874","139349.7036169","1194","1192848","Producción de Aguacate","Tonelada","72","2014","GUAMAL","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"73","73504","136","73504","","ORTEGA","TOLIMA","ORTEGA","121","","5000","5000","952828456.549115","135768.055899506","1194","1193983","Producción de Aguacate","Tonelada","996","2014","ORTEGA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"73","73675","137","73675","","SAN ANTONIO","TOLIMA","SAN ANTONIO","122","","5000","5000","380784183.20403","95310.2210689106","1194","1193988","Producción de Aguacate","Tonelada","230","2014","SAN ANTONIO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"25","25506","138","25506","","VENECIA","CUNDINAMARCA","VENECIA","123","","5000","5000","130550843.99482","46893.414604431404","1194","1191750","Producción de Aguacate","Tonelada","195","2014","VENECIA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"76","76834","140","76834","","TULUÁ","VALLE DEL CAUCA","TULUÁ","125","","5000","5000","915921516.506548","167273.97592752","1194","1195049","Producción de Aguacate","Tonelada","102.85000000000001","2014","TULUA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"66","66045","142","66045","","APÍA","RISARALDA","APÍA","127","","5000","5000","139530701.747388","64934.975568375005","1194","1192900","Producción de Aguacate","Tonelada","1512","2014","APIA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41668","163","41668","","SAN AGUSTÍN","HUILA","SAN AGUSTÍN","211","","5000","5000","1381667793.21506","186077.82764092402","1194","1191797","Producción de Aguacate","Tonelada","405","2014","SAN AGUSTIN","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"85","85430","206","85430","","TRINIDAD","CASANARE","TRINIDAD","194","","5000","5000","3007082345.91017","333269.836924311","1194","1195065","Producción de Aguacate","Tonelada","39","2014","TRINIDAD","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"17","17513","207","17513","","PÁCORA","CALDAS","PÁCORA","195","","5000","5000","260216886.350422","70618.3675965623","1194","1190670","Producción de Aguacate","Tonelada","1000","2014","PACORA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"17","17867","210","17867","","VICTORIA","CALDAS","VICTORIA","198","","5000","5000","558364483.075444","115005.818111877","1194","1190679","Producción de Aguacate","Tonelada","1820","2014","VICTORIA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"05","05145","211","05145","","CARAMANTA","ANTIOQUIA","CARAMANTA","199","","5000","5000","92420056.5727043","46247.886106634694","1194","1188528","Producción de Aguacate","Tonelada","58.5","2014","CARAMANTA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"15","15480","212","15480","","MUZO","BOYACÁ","MUZO","200","","5000","5000","139406655.662718","60043.1570733002","1194","1189622","Producción de Aguacate","Tonelada","210","2014","MUZO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"52","52427","216","52427","","MAGÜÍ (Payán)","NARIÑO","MAGÜÍ (Payán)","204","","5000","5000","1834540262.57174","206971.794208801","1194","1192864","Producción de Aguacate","Tonelada","16","2014","MAGÜI (PayAn)","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41503","218","41503","","OPORAPA","HUILA","OPORAPA","206","","5000","5000","153471799.240415","63509.985530238606","1194","1191789","Producción de Aguacate","Tonelada","40","2014","OPORAPA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41791","166","41791","","TARQUI","HUILA","TARQUI","214","","5000","5000","363510639.294905","83808.6253694139","1194","1191800","Producción de Aguacate","Tonelada","80","2014","TARQUI","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41660","169","41660","","SALADOBLANCO","HUILA","SALADOBLANCO","217","","5000","5000","450866982.456326","120665.771851581","1194","1191796","Producción de Aguacate","Tonelada","440","2014","SALADOBLANCO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"52","52520","170","52520","","FRANCISCO PIZARRO (Salahonda)","NARIÑO","FRANCISCO PIZARRO (Salahonda)","218","","5000","5000","511385874.361622","132761.52709307","1194","1192866","Producción de Aguacate","Tonelada","16","2014","FRANCISCO PIZARRO (Salahonda)","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41378","171","41378","","LA ARGENTINA","HUILA","LA ARGENTINA","219","","5000","5000","387250279.845993","134676.215419213","1194","1191786","Producción de Aguacate","Tonelada","30","2014","LA ARGENTINA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"54","54670","177","54670","","SAN CALIXTO","NORTE DE SANTANDER","SAN CALIXTO","165","","5000","5000","372040411.299375","122216.819121779","1194","1192886","Producción de Aguacate","Tonelada","71.4","2014","SAN CALIXTO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"25","25867","183","25867","","VIANÍ","CUNDINAMARCA","VIANÍ","171","","5000","5000","77868439.3995678","43675.8045522639","1194","1191764","Producción de Aguacate","Tonelada","2","2014","VIANI","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"20","20178","186","20178","","CHIRIGUANÁ","CESAR","CHIRIGUANÁ","174","","5000","5000","1097432759.36817","204651.154789267","1194","1190698","Producción de Aguacate","Tonelada","280","2014","CHIRIGUANA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"70","70204","188","70204","","COLOSÓ","SUCRE","COLOSÓ","176","","5000","5000","136182574.970827","56978.452210424206","1194","1193965","Producción de Aguacate","Tonelada","354","2014","COLOSO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"70","70230","190","70230","","CHALÁN","SUCRE","CHALÁN","178","","5000","5000","90621123.014637","39839.9778839493","1194","1193967","Producción de Aguacate","Tonelada","1030","2014","CHALAN","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"70","70508","194","70508","","OVEJAS","SUCRE","OVEJAS","182","","5000","5000","454211727.331555","106043.246576338","1194","1193968","Producción de Aguacate","Tonelada","2590","2014","OVEJAS","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"05","05483","197","05483","","NARIÑO","ANTIOQUIA","NARIÑO","185","","5000","5000","304573141.638445","94016.5049833016","1194","1189579","Producción de Aguacate","Tonelada","180","2014","NARINO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"73","73408","198","73408","","LÉRIDA","TOLIMA","LÉRIDA","186","","5000","5000","275879101.106125","77568.1027679794","1194","1193980","Producción de Aguacate","Tonelada","810","2014","LERIDA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"66","66682","200","66682","","SANTA ROSA DE CABAL","RISARALDA","SANTA ROSA DE CABAL","188","","5000","5000","531919940.252357","109873.786111911","1194","1193935","Producción de Aguacate","Tonelada","1668","2014","SANTA ROSA DE CABAL","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"66","66075","202","66075","","BALBOA","RISARALDA","BALBOA","190","","5000","5000","121281682.120451","41708.3664984802","1194","1192901","Producción de Aguacate","Tonelada","1146.6000000000001","2014","BALBOA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41020","253","41020","","ALGECIRAS","HUILA","ALGECIRAS","240","","5000","5000","594360336.672283","119744.99913084","1194","1191775","Producción de Aguacate","Tonelada","320","2014","ALGECIRAS","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"19","19130","254","19130","","CAJIBÍO","CAUCA","CAJIBÍO","241","","5000","5000","545662345.163614","107957.309343578","1194","1190685","Producción de Aguacate","Tonelada","225","2014","CAJIBIO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41132","256","41132","","CAMPOALEGRE","HUILA","CAMPOALEGRE","243","","5000","5000","466586263.229683","95753.3435957628","1194","1191778","Producción de Aguacate","Tonelada","176","2014","CAMPOALEGRE","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41357","258","41357","","ÍQUIRA","HUILA","ÍQUIRA","245","","5000","5000","357589836.834406","99896.8125690545","1194","1191784","Producción de Aguacate","Tonelada","24","2014","IQUIRA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"19","19256","259","19256","","EL TAMBO","CAUCA","EL TAMBO","246","","5000","5000","2715240722.39622","282432.004321993","1194","1190687","Producción de Aguacate","Tonelada","1064","2014","EL TAMBO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"19","19548","260","19548","","PIENDAMÓ-TUNÍA","CAUCA","PIENDAMÓ-TUNÍA","247","","5000","5000","174758994.95414","82613.4344016956","1194","1190691","Producción de Aguacate","Tonelada","264","2014","PIENDAMO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41615","261","41615","","RIVERA","HUILA","RIVERA","248","","5000","5000","252919548.199415","65789.96015938811","1194","1191795","Producción de Aguacate","Tonelada","123.5","2014","RIVERA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"19","19473","267","19473","","MORALES","CAUCA","MORALES","254","","5000","5000","518741774.633761","131967.817797078","1194","1190689","Producción de Aguacate","Tonelada","640","2014","MORALES","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41801","268","41801","","TERUEL","HUILA","TERUEL","255","","5000","5000","475330810.768639","161090.229311446","1194","1191803","Producción de Aguacate","Tonelada","190","2014","TERUEL","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41676","222","41676","","SANTA MARÍA","HUILA","SANTA MARÍA","258","","5000","5000","339835292.379207","83456.65517640121","1194","1191798","Producción de Aguacate","Tonelada","600","2014","SANTA MARIA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41524","227","41524","","PALERMO","HUILA","PALERMO","263","","5000","5000","890371559.824761","156971.59023916099","1194","1191791","Producción de Aguacate","Tonelada","132","2014","PALERMO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41799","230","41799","","TELLO","HUILA","TELLO","266","","5000","5000","536685028.96471","119941.792537656","1194","1191802","Producción de Aguacate","Tonelada","88","2014","TELLO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"50","50711","232","50711","","VISTAHERMOSA","META","VISTAHERMOSA","268","","5000","5000","4763388780.36376","405378.02001113404","1194","1192854","Producción de Aguacate","Tonelada","156","2014","VISTAHERMOSA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41298","234","41298","","GARZÓN","HUILA","GARZÓN","221","","5000","5000","603999656.916723","118561.574229977","1194","1191781","Producción de Aguacate","Tonelada","345","2014","GARZON","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41548","238","41548","","PITAL","HUILA","PITAL","225","","5000","5000","172719082.38125","72023.7842744248","1194","1191793","Producción de Aguacate","Tonelada","27","2014","PITAL","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41013","239","41013","","AGRADO","HUILA","AGRADO","226","","5000","5000","279999344.74149","66050.8463901914","1194","1191773","Producción de Aguacate","Tonelada","80","2014","AGRADO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"52","52473","243","52473","","MOSQUERA","NARIÑO","MOSQUERA","230","","5000","5000","784353557.155635","133782.569987738","1194","1192865","Producción de Aguacate","Tonelada","8","2014","MOSQUERA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41797","246","41797","","TESALIA","HUILA","TESALIA","233","","5000","5000","392198503.903346","92748.1919337006","1194","1191801","Producción de Aguacate","Tonelada","12","2014","TESALIA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"52","52390","247","52390","","LA TOLA","NARIÑO","LA TOLA","234","","5000","5000","421488383.215546","156036.02611671799","1194","1192863","Producción de Aguacate","Tonelada","8","2014","LA TOLA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41483","250","41483","","NÁTAGA","HUILA","NÁTAGA","237","","5000","5000","134251471.921416","54793.108976769","1194","1191788","Producción de Aguacate","Tonelada","42.9","2014","NATAGA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"50","50400","270","50400","","LEJANÍAS","META","LEJANÍAS","306","","5000","5000","813329356.904108","154001.11488146603","1194","1192851","Producción de Aguacate","Tonelada","2310","2014","LEJANIAS","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"76","76869","272","76869","","VIJES","VALLE DEL CAUCA","VIJES","308","","5000","5000","108433484.018719","52241.8385275608","1194","1195052","Producción de Aguacate","Tonelada","143","2014","VIJES","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"41","41206","275","41206","","COLOMBIA","HUILA","COLOMBIA","311","","5000","5000","1611574506.05464","225966.05524809903","1194","1191779","Producción de Aguacate","Tonelada","60","2014","COLOMBIA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"50","50330","306","50330","","MESETAS","META","MESETAS","293","","5000","5000","2307496188.85166","308042.42757262697","1194","1192849","Producción de Aguacate","Tonelada","1500","2014","MESETAS","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"50","50313","307","50313","","GRANADA","META","GRANADA","294","","5000","5000","357501892.651616","94325.5308802548","1194","1192847","Producción de Aguacate","Tonelada","384","2014","GRANADA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"73","73067","308","73067","","ATACO","TOLIMA","ATACO","295","","5000","5000","1020271641.96368","190086.230266869","1194","1193973","Producción de Aguacate","Tonelada","327","2014","ATACO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"76","76892","310","76892","","YUMBO","VALLE DEL CAUCA","YUMBO","297","","5000","5000","230008519.960917","64602.0927489738","1194","1195054","Producción de Aguacate","Tonelada","342","2014","YUMBO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"76","76520","311","76520","","PALMIRA","VALLE DEL CAUCA","PALMIRA","298","","5000","5000","994647499.70275","173893.02351587798","1194","1195040","Producción de Aguacate","Tonelada","655","2014","PALMIRA","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"50","50251","313","50251","","EL CASTILLO","META","EL CASTILLO","300","","5000","5000","562426405.31867","103966.531309087","1194","1192844","Producción de Aguacate","Tonelada","112","2014","EL CASTILLO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"50","50270","314","50270","","EL DORADO","META","EL DORADO","301","","5000","5000","124347699.093018","42964.4023210645","1194","1192845","Producción de Aguacate","Tonelada","1316","2014","EL DORADO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
"76","76248","315","76248","","EL CERRITO","VALLE DEL CAUCA","EL CERRITO","302","","5000","5000","447248603.709655","129749.602153165","1194","1195032","Producción de Aguacate","Tonelada","140","2014","EL CERRITO","PRODUCTIVIDAD","ECONOMICO PRODUCTIVO","1",
